Precipitation,Temperature,Evaporation
1.2917901e-06,1.8307267e-06,3.3969445e-06
4.342225e-06,4.5626743e-06,6.079553e-06
4.2543425e-06,3.9613615e-06,4.798653e-06
3.2476764e-06,2.9824168e-06,3.6905724e-06
4.6697523e-06,4.9114687e-06,6.598007e-06
6.8671384e-06,6.5886297e-06,8.085459e-06
6.721416e-06,6.694322e-06,8.216703e-06
3.0216238e-06,3.1571915e-06,4.1333974e-06
2.4173025e-06,2.5753393e-06,3.5735634e-06
2.7724511e-06,2.981412e-06,4.178278e-06
2.8620111e-06,2.907503e-06,3.631804e-06
3.4047923e-06,3.2881453e-06,4.7025696e-06
1.5790253e-06,1.6081176e-06,2.0527982e-06
1.7433161e-06,1.860931e-06,2.7457183e-06
3.0206959e-06,2.8296108e-06,3.5825433e-06
4.584907e-06,4.2803804e-06,4.7728777e-06
5.8417436e-06,5.275129e-06,5.9784593e-06
4.2728834e-06,3.9486795e-06,4.4675407e-06
4.2875226e-06,4.289789e-06,5.2972246e-06
4.2322126e-06,4.0609475e-06,5.152205e-06
3.6883043e-06,3.6081897e-06,4.234716e-06
2.9480839e-06,2.8172358e-06,3.4005766e-06
3.7234204e-06,3.823609e-06,4.747858e-06
4.3824416e-06,4.4298204e-06,5.3824347e-06
3.739938e-06,3.698197e-06,4.4644457e-06
5.0563053e-06,4.9777473e-06,6.1333108e-06
5.3062263e-06,5.30874e-06,6.3700086e-06
4.908855e-06,4.996594e-06,5.6610756e-06
3.5544872e-06,3.6218723e-06,4.300195e-06
3.809957e-06,3.733058e-06,5.005705e-06
4.959156e-06,5.0791473e-06,6.457193e-06
5.204757e-06,5.1637426e-06,6.0928687e-06
3.015366e-06,3.0108286e-06,3.5156852e-06
2.140076e-06,2.1976102e-06,3.0104525e-06
2.465391e-06,2.664136e-06,3.7881011e-06
3.3213175e-06,3.3417539e-06,4.098657e-06
3.4269767e-06,3.33809e-06,3.861508e-06
2.0360828e-06,2.0756543e-06,2.6718947e-06
1.580422e-06,1.7417002e-06,2.5522145e-06
1.8615881e-06,1.975578e-06,2.6973792e-06
1.8355895e-06,1.9042043e-06,2.4200333e-06
2.8224445e-06,2.9375187e-06,3.3810259e-06
2.3177486e-06,2.4109363e-06,2.9639386e-06
3.2304608e-06,3.158833e-06,3.738102e-06
4.8731786e-06,4.646804e-06,6.1511555e-06
6.425974e-06,6.0360444e-06,6.9982766e-06
5.3173353e-06,5.1101188e-06,5.874021e-06
3.976826e-06,3.941613e-06,4.878837e-06
5.2029077e-06,5.1101115e-06,6.6121647e-06
4.608428e-06,4.5846277e-06,6.0785783e-06
3.8334656e-06,3.7630205e-06,4.678035e-06
2.5457505e-06,2.5338218e-06,3.3348817e-06
3.0025085e-06,2.8477316e-06,3.5920662e-06
3.686481e-06,3.5348116e-06,4.463018e-06
7.5102143e-06,7.5798102e-06,1.0247168e-05
4.667888e-06,4.5376714e-06,5.648573e-06
1.1774775e-06,1.1797023e-06,1.5725503e-06
1.0302558e-06,1.0861444e-06,1.6972247e-06
1.4685215e-06,1.4390378e-06,1.9629274e-06
2.0947548e-06,1.9699178e-06,2.3590949e-06
2.253304e-06,2.1083974e-06,2.4654944e-06
2.3843393e-06,2.213714e-06,2.8392963e-06
2.2496006e-06,2.1500184e-06,2.8507172e-06
2.3863754e-06,2.1905676e-06,2.7361782e-06
4.1733865e-06,3.977743e-06,4.81077e-06
4.3574337e-06,4.0218683e-06,4.446584e-06
2.5626605e-06,2.3527348e-06,2.768192e-06
3.3042634e-06,3.091652e-06,3.909782e-06
2.7372976e-06,2.4967144e-06,3.2430041e-06
6.4971064e-06,6.329136e-06,8.714413e-06
4.481589e-06,4.199011e-06,4.9843325e-06
4.547152e-06,4.2883503e-06,5.1497977e-06
4.1497246e-06,3.8811204e-06,4.930367e-06
3.7203802e-06,3.5137073e-06,4.3942405e-06
4.8487427e-06,4.6085984e-06,5.9029708e-06
4.87848e-06,4.6165414e-06,5.54282e-06
1.2197537e-05,1.1815105e-05,1.49159e-05
6.1052733e-06,5.989853e-06,7.5218195e-06
2.0661541e-06,1.9649492e-06,2.6049825e-06
3.0033134e-06,2.912317e-06,4.2337524e-06
5.485389e-06,5.1442685e-06,6.5866307e-06
4.812761e-06,4.3576088e-06,4.956815e-06
3.5182588e-06,3.2182008e-06,3.7429309e-06
2.4744986e-06,2.348117e-06,3.1035331e-06
2.659287e-06,2.4920446e-06,3.4745776e-06
3.3147146e-06,3.0987364e-06,3.9594693e-06
4.887105e-06,4.4772014e-06,5.323675e-06
3.1545835e-06,2.8700763e-06,3.414721e-06
2.8013224e-06,2.574315e-06,3.321816e-06
5.7122643e-06,5.4113707e-06,7.30389e-06
4.961634e-06,4.698316e-06,5.8102933e-06
3.6468052e-06,3.4202371e-06,4.046589e-06
3.3177853e-06,3.0422616e-06,3.6574827e-06
4.367155e-06,4.2041042e-06,5.562222e-06
5.6829676e-06,5.49077e-06,6.954422e-06
2.167304e-06,1.9804174e-06,2.4116587e-06
1.9918473e-06,1.824778e-06,2.4468877e-06
1.7645259e-06,1.5141752e-06,1.9139218e-06
1.9427723e-06,1.6553516e-06,2.0512384e-06
2.0128978e-06,1.7168919e-06,2.061225e-06
2.166312e-06,1.8435874e-06,2.1760272e-06
2.9801045e-06,2.6890798e-06,3.8678436e-06
2.4558312e-06,2.1414567e-06,2.6806335e-06
1.7675599e-06,1.4925948e-06,1.867423e-06
2.075133e-06,1.7814979e-06,2.216754e-06
2.702696e-06,2.2837648e-06,2.741938e-06
3.3862093e-06,2.994241e-06,3.5360003e-06
2.9403611e-06,2.538142e-06,3.0189562e-06
2.750842e-06,2.373391e-06,2.8735253e-06
2.4491426e-06,2.112299e-06,2.615809e-06
2.566132e-06,2.200202e-06,2.7026722e-06
2.8252791e-06,2.4578308e-06,2.9429966e-06
2.312517e-06,2.0429127e-06,2.5164281e-06
5.100491e-06,4.6073155e-06,5.505175e-06
3.6448678e-06,3.3315278e-06,4.083361e-06
4.5089496e-06,4.0914047e-06,4.9099085e-06
3.6849208e-06,3.291044e-06,4.010214e-06
4.142718e-06,3.8772478e-06,4.864634e-06
6.4844876e-06,6.3131433e-06,8.504218e-06
8.431043e-06,7.9358215e-06,9.7313e-06
4.453388e-06,4.077888e-06,4.841536e-06
5.2997116e-06,4.9327655e-06,6.369194e-06
4.889031e-06,4.6626856e-06,6.253893e-06
3.877905e-06,3.5744429e-06,4.37144e-06
3.7113841e-06,3.5023954e-06,4.379626e-06
3.967136e-06,3.6724446e-06,4.708894e-06
3.881421e-06,3.665827e-06,4.6126684e-06
4.2103484e-06,4.0196455e-06,5.1062775e-06
3.3998167e-06,3.1601262e-06,3.9105503e-06
3.9558386e-06,3.6752165e-06,4.7323274e-06
5.1608904e-06,4.8336037e-06,5.766159e-06
3.5684745e-06,3.3862875e-06,4.071717e-06
3.278832e-06,3.140453e-06,3.9789566e-06
3.192991e-06,3.1141012e-06,4.0045365e-06
4.3005334e-06,4.1377184e-06,5.3564977e-06
2.5375646e-06,2.3749753e-06,2.9047376e-06
2.3334876e-06,2.2146587e-06,2.893087e-06
2.756808e-06,2.5938118e-06,3.338319e-06
3.5284702e-06,3.3252588e-06,3.9885267e-06
2.795226e-06,2.6008172e-06,3.1260874e-06
2.5784552e-06,2.407055e-06,2.997332e-06
2.632221e-06,2.4997396e-06,3.1762495e-06
3.3269134e-06,3.1047475e-06,3.7328289e-06
2.4797735e-06,2.3112002e-06,2.901767e-06
1.619182e-06,1.4797328e-06,1.8618381e-06
1.9538063e-06,1.7423205e-06,2.221224e-06
2.102981e-06,1.8888346e-06,2.378369e-06
3.5167166e-06,3.4033255e-06,4.1892226e-06
3.2640608e-06,2.969062e-06,3.558115e-06
2.6997648e-06,2.489123e-06,3.0816525e-06
3.0342107e-06,2.842066e-06,3.6237288e-06
3.2369699e-06,2.9964872e-06,3.8078138e-06
3.5095145e-06,3.2124633e-06,3.9068755e-06
2.848731e-06,2.6218172e-06,3.2273194e-06
4.5918123e-06,4.3200116e-06,5.2636788e-06
7.853756e-06,7.4225172e-06,8.876423e-06
4.0874556e-06,3.822287e-06,4.4777444e-06
7.885704e-06,7.456274e-06,8.825101e-06
7.3128044e-06,6.966312e-06,8.33215e-06
3.5523153e-06,3.3203505e-06,3.9640086e-06
2.9548673e-06,2.8855202e-06,3.8970925e-06
3.892009e-06,3.6170318e-06,4.6317095e-06
3.820438e-06,3.7464422e-06,4.749697e-06
7.146647e-06,6.8013833e-06,8.258855e-06
8.72469e-06,8.289899e-06,9.436686e-06
5.1135053e-06,4.919125e-06,5.9908048e-06
2.322538e-06,2.2716663e-06,3.0088263e-06
2.3998887e-06,2.2601514e-06,3.0420365e-06
3.713953e-06,3.5561557e-06,4.363843e-06
4.295363e-06,4.0632567e-06,4.694585e-06
3.777066e-06,3.605619e-06,4.269476e-06
3.460842e-06,3.4392483e-06,4.4270496e-06
2.9585376e-06,2.932138e-06,3.872877e-06
2.8285847e-06,2.7669503e-06,3.4611307e-06
2.733454e-06,2.6231637e-06,3.2390137e-06
2.3231908e-06,2.1988849e-06,2.7264055e-06
2.0900002e-06,1.9727513e-06,2.518244e-06
2.553897e-06,2.4661192e-06,3.1920135e-06
2.850676e-06,2.7670803e-06,3.576389e-06
3.3529996e-06,3.2555326e-06,3.86014e-06
3.4842517e-06,3.35222e-06,4.1408152e-06
3.6476508e-06,3.5201585e-06,4.0563327e-06
4.467406e-06,4.3329674e-06,5.185398e-06
4.168951e-06,3.900626e-06,4.561351e-06
4.567378e-06,4.359407e-06,5.39937e-06
5.195783e-06,4.874391e-06,6.5478916e-06
5.9682397e-06,5.4442644e-06,6.8486634e-06
5.9886406e-06,5.5239607e-06,6.90272e-06
4.997797e-06,4.865912e-06,5.7732664e-06
5.353162e-06,5.1833576e-06,7.3727583e-06
4.966328e-06,4.952036e-06,6.4273277e-06
5.1340007e-06,4.972819e-06,6.1005317e-06
4.9936034e-06,4.942828e-06,5.9904273e-06
4.8136326e-06,4.6865857e-06,5.496038e-06
3.9534402e-06,3.966458e-06,5.5824275e-06
3.9226434e-06,4.1489125e-06,5.188222e-06
4.1000353e-06,4.3385053e-06,5.4493867e-06
5.2117502e-06,5.2606906e-06,6.847931e-06
4.030319e-06,4.137941e-06,5.6134954e-06
2.9781636e-06,3.1212307e-06,4.2294005e-06
3.6079787e-06,3.8823005e-06,5.6580216e-06
3.564181e-06,3.4194095e-06,4.2973857e-06
3.0440606e-06,2.9001337e-06,3.6905592e-06
2.7839667e-06,2.6968953e-06,3.6306621e-06
2.5818783e-06,2.5483437e-06,3.4005593e-06
3.6268916e-06,3.5428523e-06,4.4302346e-06
6.7943283e-06,6.4058636e-06,7.484181e-06
4.0177442e-06,3.6653382e-06,4.028676e-06
3.769419e-06,3.59239e-06,4.604814e-06
3.6440676e-06,3.6638387e-06,4.7458752e-06
6.1400656e-06,5.585026e-06,6.4894293e-06
5.847134e-06,5.352363e-06,5.566909e-06
5.4195043e-06,5.0835506e-06,6.115761e-06
4.509848e-06,4.6924724e-06,6.3718353e-06
4.7632902e-06,5.090735e-06,6.642378e-06
4.6195905e-06,4.631142e-06,5.4311267e-06
4.579459e-06,4.658354e-06,6.3590246e-06
4.4201884e-06,4.637008e-06,5.9340214e-06
5.358628e-06,5.3407985e-06,6.411535e-06
3.5630953e-06,3.6447532e-06,4.4823655e-06
3.1931115e-06,3.3288882e-06,4.3268947e-06
3.0155502e-06,3.0613705e-06,4.2962756e-06
3.4939064e-06,3.49822e-06,4.458597e-06
3.6119382e-06,3.4948935e-06,4.329482e-06
2.9599255e-06,2.8514642e-06,3.6009083e-06
4.1290295e-06,4.021821e-06,4.6421474e-06
6.184481e-06,6.0288407e-06,7.1205445e-06
4.936184e-06,4.6382224e-06,5.005227e-06
3.993162e-06,3.8011021e-06,4.37791e-06
4.2711254e-06,4.4634517e-06,5.723444e-06
4.5503753e-06,4.7804033e-06,5.86375e-06
4.687354e-06,4.49782e-06,5.2270516e-06
4.077813e-06,4.1546236e-06,5.204221e-06
3.9540464e-06,4.5252773e-06,6.5699583e-06
4.151041e-06,4.4787475e-06,5.673727e-06
4.5875067e-06,4.8671814e-06,6.150504e-06
3.7406892e-06,4.1178155e-06,5.5456503e-06
3.381999e-06,3.7193156e-06,4.7288936e-06
3.4530665e-06,3.86783e-06,5.1444154e-06
4.3299997e-06,4.6217915e-06,5.7098323e-06
3.9844913e-06,4.0291916e-06,4.996519e-06
3.2829516e-06,3.5754988e-06,4.845947e-06
3.1145646e-06,3.4597251e-06,4.740002e-06
3.9984097e-06,4.388237e-06,5.777421e-06
4.0701652e-06,4.3897066e-06,5.6717436e-06
3.4551115e-06,3.7401965e-06,4.928319e-06
2.1932808e-06,2.6187186e-06,3.9487263e-06
2.9413054e-06,3.454729e-06,4.9555615e-06
3.6717713e-06,4.1140856e-06,5.4015973e-06
3.7800644e-06,3.990761e-06,5.0056506e-06
2.8111615e-06,3.0915696e-06,4.1007056e-06
2.695349e-06,3.1927107e-06,4.721579e-06
3.0006038e-06,3.4902362e-06,4.8633046e-06
3.7746063e-06,3.983249e-06,5.0035937e-06
2.763393e-06,2.9640773e-06,3.9407328e-06
2.3952693e-06,2.6663133e-06,3.8695384e-06
3.4837456e-06,3.8170256e-06,5.4811453e-06
5.9002964e-06,5.9305617e-06,7.575088e-06
4.2118136e-06,4.207736e-06,4.851326e-06
3.1383177e-06,3.3484553e-06,4.1477865e-06
3.1300708e-06,3.5550024e-06,4.779969e-06
3.3838915e-06,3.7069265e-06,4.9335954e-06
4.024748e-06,4.049054e-06,4.943961e-06
3.5182734e-06,3.6942693e-06,4.8490842e-06
3.0159908e-06,3.4145753e-06,4.691268e-06
2.925465e-06,3.4178968e-06,4.6235123e-06
3.257063e-06,3.675495e-06,4.9785103e-06
3.2643736e-06,3.5533758e-06,4.847867e-06
3.2574367e-06,3.6037418e-06,4.9623377e-06
3.1763066e-06,3.5571334e-06,4.9062246e-06
3.2740463e-06,3.6033202e-06,4.797803e-06
3.1634104e-06,3.5865473e-06,4.89805e-06
3.3522388e-06,3.8395365e-06,5.2684795e-06
3.5080309e-06,3.8138855e-06,5.092453e-06
3.4523644e-06,3.7677178e-06,5.146506e-06
3.252418e-06,3.6051183e-06,5.232077e-06
2.9629045e-06,3.4298507e-06,4.9045366e-06
3.100738e-06,3.5589787e-06,5.038228e-06
3.113081e-06,3.6753881e-06,5.2498594e-06
2.51144e-06,3.092327e-06,4.7861586e-06
2.01677e-06,2.725363e-06,4.639097e-06
1.8449106e-06,2.757943e-06,5.0044e-06
2.0591312e-06,2.8261377e-06,4.9183486e-06
2.0017414e-06,2.748448e-06,4.847138e-06
1.57391e-06,2.371582e-06,4.4821695e-06
1.5392181e-06,2.3515283e-06,4.345796e-06
1.7277587e-06,2.4743638e-06,4.325655e-06
4.2263223e-06,4.802332e-06,6.5793693e-06
1.3364936e-06,1.9441052e-06,3.152711e-06
1.1778029e-06,1.8323368e-06,3.2822215e-06
1.1545146e-06,1.9420936e-06,3.5519854e-06
2.1749759e-06,2.7148835e-06,3.9729284e-06
2.6713737e-06,3.0040396e-06,4.1259605e-06
2.2454649e-06,2.6069501e-06,3.706072e-06
3.12433e-06,3.6634433e-06,5.250414e-06
2.1013489e-06,2.7993005e-06,4.442502e-06
2.3877767e-06,2.9374612e-06,4.366023e-06
1.6929673e-06,2.2322981e-06,3.7156976e-06
1.8827513e-06,2.3832026e-06,3.7495308e-06
3.023791e-06,3.4391537e-06,5.016686e-06
3.4874604e-06,3.8105966e-06,5.0331532e-06
3.3592642e-06,3.6758545e-06,4.9309283e-06
2.0400578e-06,2.5596878e-06,3.922254e-06
2.8505988e-06,3.4689115e-06,5.171775e-06
3.241843e-06,3.585421e-06,4.8981065e-06
4.158316e-06,4.289235e-06,5.509241e-06
2.411981e-06,2.717496e-06,3.8502394e-06
3.7159152e-06,4.1391213e-06,5.7938705e-06
2.7947576e-06,3.2880253e-06,4.590775e-06
2.9556693e-06,3.3363406e-06,4.4918133e-06
3.29763e-06,3.7542463e-06,5.3221074e-06
2.9698012e-06,3.5165788e-06,5.026774e-06
3.0741116e-06,3.5544756e-06,5.2267524e-06
2.5593956e-06,3.196051e-06,5.0551953e-06
2.428285e-06,2.9579392e-06,4.6928e-06
2.1054557e-06,2.776857e-06,4.638189e-06
3.5424953e-06,4.183478e-06,6.3846674e-06
2.9756059e-06,3.328229e-06,4.7530107e-06
3.4339894e-06,3.8165817e-06,5.4955635e-06
1.864723e-06,2.5302943e-06,4.313438e-06
1.7273269e-06,2.269022e-06,3.5776586e-06
2.1019434e-06,2.4231297e-06,3.3896072e-06
2.3968346e-06,2.6653984e-06,3.5544676e-06
4.333422e-06,4.390339e-06,5.4060724e-06
3.1464745e-06,3.2491782e-06,4.1676394e-06
3.3207034e-06,3.434113e-06,4.3566138e-06
2.6389357e-06,2.9009777e-06,3.9227616e-06
3.0908232e-06,3.248921e-06,4.1518374e-06
3.2199823e-06,3.25066e-06,4.0275827e-06
3.498802e-06,3.49226e-06,4.342647e-06
4.9179584e-06,4.9205873e-06,6.200611e-06
6.2112085e-06,6.224047e-06,7.7546865e-06
5.975156e-06,6.017183e-06,7.5135904e-06
6.437629e-06,6.53364e-06,8.544271e-06
6.460865e-06,6.8245427e-06,9.275081e-06
1.8615556e-06,2.215894e-06,2.9340044e-06
3.1334348e-06,3.6045014e-06,5.1360935e-06
3.5313242e-06,3.818729e-06,5.196819e-06
3.9695274e-06,4.060398e-06,4.829763e-06
3.3710944e-06,3.4571262e-06,4.1291805e-06
2.8595389e-06,2.9883997e-06,3.8044739e-06
2.9720384e-06,3.107074e-06,4.030279e-06
4.324603e-06,4.3630753e-06,5.2510013e-06
4.0794466e-06,3.9040087e-06,4.5966963e-06
3.1901545e-06,3.1626164e-06,3.8426647e-06
3.7643126e-06,3.86979e-06,4.954539e-06
4.0641726e-06,4.0354466e-06,5.551604e-06
3.7185102e-06,3.704746e-06,4.9076216e-06
4.0115674e-06,4.0268014e-06,5.231163e-06
7.7954255e-06,7.875152e-06,1.0420633e-05
4.431594e-06,4.5385536e-06,5.6477134e-06
2.9008843e-06,3.0649157e-06,3.8133487e-06
2.119124e-06,2.270305e-06,3.0664378e-06
2.3360162e-06,2.3803107e-06,3.396874e-06
3.1704742e-06,3.0691256e-06,3.799035e-06
3.0626768e-06,2.908723e-06,3.2743199e-06
3.119545e-06,2.94446e-06,3.771381e-06
2.9242283e-06,2.9855605e-06,3.6455717e-06
3.9003767e-06,3.7959435e-06,4.7773055e-06
4.262739e-06,4.1555427e-06,4.784532e-06
5.4678303e-06,5.157599e-06,6.1512756e-06
3.834602e-06,3.7027858e-06,4.148995e-06
2.6447883e-06,2.7186595e-06,3.3965632e-06
3.0570657e-06,3.2261146e-06,4.2163365e-06
3.5570145e-06,3.4431657e-06,4.6082096e-06
4.1861563e-06,4.241424e-06,5.2294768e-06
4.5657225e-06,4.345501e-06,5.460878e-06
3.1632196e-06,3.19998e-06,3.847591e-06
3.0166389e-06,3.0997871e-06,3.8512067e-06
3.7201141e-06,3.854983e-06,4.380965e-06
5.802426e-06,5.494655e-06,6.048865e-06
7.1273143e-06,6.7180677e-06,7.982412e-06
5.062534e-06,5.09058e-06,6.2219224e-06
5.590876e-06,5.758074e-06,7.526453e-06
2.7360818e-06,2.8538468e-06,3.7671896e-06
2.3895666e-06,2.567031e-06,3.5135204e-06
2.8323088e-06,2.973959e-06,4.1520916e-06
3.6648803e-06,3.533929e-06,4.614436e-06
3.234929e-06,3.2553398e-06,4.0479426e-06
6.6343478e-06,6.5739246e-06,8.060283e-06
3.371945e-06,3.4255445e-06,4.5282745e-06
2.0411971e-06,2.0436978e-06,2.6403548e-06
2.2898578e-06,2.404799e-06,3.2860305e-06
2.541886e-06,2.568495e-06,3.2423698e-06
2.7753163e-06,2.7358176e-06,3.2313524e-06
1.971319e-06,2.0393313e-06,2.6632267e-06
2.2591378e-06,2.3065807e-06,3.1069296e-06
2.2813424e-06,2.3452637e-06,3.168626e-06
2.022441e-06,2.0684593e-06,2.667086e-06
2.0774698e-06,2.0955033e-06,2.6801547e-06
1.86047e-06,1.8725598e-06,2.3777188e-06
1.9412948e-06,1.9495935e-06,2.4957003e-06
3.2003118e-06,3.0906401e-06,3.8627577e-06
