Precipitation,Temperature,Evaporation
1.193049e-07,2.5536846e-07,2.9989252e-07
1.1052202e-07,2.3793659e-07,2.7033207e-07
1.1755984e-07,2.5549562e-07,2.8551239e-07
1.2455719e-07,2.6509412e-07,3.1120854e-07
1.0781376e-07,2.3231783e-07,2.7011683e-07
1.01571686e-07,2.3517505e-07,2.8110227e-07
8.990003e-08,2.28974e-07,2.891906e-07
1.06986604e-07,2.421165e-07,2.908635e-07
1.038783e-07,2.4585702e-07,2.8655091e-07
9.495303e-08,2.3218254e-07,2.7607544e-07
9.4887795e-08,2.3285024e-07,2.793753e-07
9.8032025e-08,2.4989598e-07,2.984243e-07
8.749264e-08,2.4777862e-07,3.1838908e-07
9.17494e-08,2.4344402e-07,3.1674975e-07
1.15296835e-07,2.62925e-07,3.1467638e-07
1.04822654e-07,2.494624e-07,3.0072474e-07
1.0469937e-07,2.4360915e-07,2.9036747e-07
1.0454156e-07,2.4906478e-07,2.9502172e-07
1.0094527e-07,2.564896e-07,3.1348029e-07
1.2076563e-07,2.9294569e-07,3.8124017e-07
1.2390714e-07,2.8660736e-07,3.464874e-07
1.06475056e-07,2.598842e-07,3.1351635e-07
1.0098772e-07,2.63484e-07,3.237154e-07
9.851469e-08,2.6029178e-07,3.3812026e-07
9.133516e-08,2.3134416e-07,2.842547e-07
8.667381e-08,2.0785276e-07,2.6269925e-07
8.243434e-08,2.3428686e-07,3.0577638e-07
1.10663834e-07,2.4150626e-07,2.8734584e-07
1.0766989e-07,2.2969475e-07,2.675809e-07
1.0616475e-07,2.4856914e-07,3.132982e-07
1.1868042e-07,2.6442623e-07,3.090992e-07
1.094033e-07,2.166048e-07,2.5203593e-07
9.255361e-08,2.0297198e-07,2.4625706e-07
1.0541432e-07,2.3744629e-07,2.7886955e-07
9.661617e-08,2.3400885e-07,2.9129345e-07
9.963937e-08,2.222165e-07,2.6828042e-07
8.7026685e-08,2.1651633e-07,2.8394518e-07
1.3421814e-07,2.599386e-07,2.9547417e-07
1.1762093e-07,2.2059412e-07,2.4951953e-07
1.00143595e-07,2.0511611e-07,2.3751954e-07
1.2409848e-07,2.585495e-07,2.9043989e-07
9.825817e-08,2.1741803e-07,2.7350566e-07
9.938138e-08,2.8016183e-07,2.9124394e-07
1.01681984e-07,2.0370044e-07,2.5008563e-07
9.8704234e-08,2.3924997e-07,2.9718453e-07
1.1875498e-07,2.2086392e-07,2.6177992e-07
1.2194262e-07,2.1910986e-07,2.4937736e-07
1.3874451e-07,6.141824e-07,1.0130999e-06
9.384652e-08,2.3186081e-07,2.409832e-07
2.1341043e-07,4.935535e-07,6.010158e-07
1.2282644e-07,2.3624793e-07,2.73077e-07
1.3700867e-07,2.4559603e-07,2.7603173e-07
1.4125138e-07,2.5031605e-07,2.746957e-07
1.0885005e-07,2.1952197e-07,2.4638058e-07
-1.15742445e-07,3.6683574e-07,6.5528195e-07
1.0294505e-06,2.0598459e-06,2.4010612e-06
1.0589133e-07,2.083635e-07,2.3095231e-07
-1.5169363e-07,2.1916712e-07,3.8211525e-07
1.1728341e-07,2.3666396e-07,2.653454e-07
1.1383035e-07,2.392691e-07,2.7015716e-07
1.1595157e-07,2.3613916e-07,2.702589e-07
1.0218084e-07,2.2189647e-07,2.5437484e-07
1.13557476e-07,2.3738076e-07,2.7420535e-07
1.122595e-07,2.4299953e-07,2.8385156e-07
1.095658e-07,2.3635266e-07,2.7219312e-07
1.0599031e-07,2.2126979e-07,2.5607113e-07
1.0409447e-07,2.2498105e-07,2.7701316e-07
1.0724979e-07,2.1659602e-07,2.5686444e-07
7.796514e-08,1.9961556e-07,2.638952e-07
9.809288e-08,2.2924567e-07,3.1715268e-07
1.1521056e-07,2.4651155e-07,3.2431774e-07
1.3057414e-07,2.436794e-07,2.868056e-07
1.510083e-07,2.7081697e-07,3.0385408e-07
1.3722922e-07,2.6087997e-07,2.9693166e-07
1.1581642e-07,2.2903609e-07,2.7364524e-07
1.1097345e-07,2.2071376e-07,2.7194267e-07
8.871107e-08,2.1316077e-07,2.718149e-07
8.698638e-08,1.8877996e-07,2.686264e-07
1.343758e-07,2.609369e-07,2.649227e-07
2.31372e-06,2.9528023e-06,2.0131852e-06
-9.0056574e-07,1.4232106e-07,-1.6569975e-07
-0.000283012,-0.00025166286,-0.0002807449
-0.00010238213,-7.418033e-05,-7.095323e-05
-1.5066294e-05,-1.15268e-05,-1.3070368e-05
5.5951284e-07,8.594823e-07,6.5431306e-07
-6.593772e-08,1.828599e-07,1.5300344e-07
1.5884676e-06,2.1112871e-06,1.2760263e-06
-1.0896647e-07,3.7436675e-07,3.965091e-08
-3.734763e-05,-3.5231267e-05,-4.0402338e-05
-0.0008580888,-0.00066224847,-0.00076641154
-1.583742e-05,-1.1939132e-05,-1.2932944e-05
1.8651315e-05,1.6016562e-05,1.0609932e-05
4.412438e-06,3.051319e-06,3.382956e-06
-0.00013545866,-0.00012099113,-0.00011793002
-1.0233746e-05,-9.124846e-06,-9.017233e-06
-6.830549e-05,-5.572495e-05,-6.1535844e-05
1.8786557e-06,2.2651282e-06,1.3448691e-06
-2.9603216e-06,-1.9734202e-06,-1.9241593e-06
-1.7235154e-08,1.3936035e-07,1.5616482e-07
5.571372e-07,8.86317e-07,9.112171e-07
1.1098324e-07,2.6694804e-07,3.530983e-07
1.1593755e-07,2.597125e-07,3.5558293e-07
-1.3072375e-08,1.061551e-07,1.39155e-07
-5.67479e-05,-5.6064357e-05,-5.833864e-05
8.771308e-06,9.700133e-06,9.496869e-06
-5.037292e-06,-3.3708434e-06,-3.3775782e-06
1.2705891e-07,1.9360502e-07,2.3598281e-07
6.1683994e-07,1.1082618e-06,9.435187e-07
4.9327687e-06,5.8121054e-06,3.3620206e-06
2.8662205e-06,3.8020942e-06,1.9913232e-06
8.354641e-08,1.7470866e-07,2.447262e-07
9.027432e-08,1.8616068e-07,2.0943062e-07
-4.317303e-06,-3.1264747e-06,-3.1884513e-06
-2.6697064e-06,-1.9180388e-06,-1.7907323e-06
7.487915e-08,1.4522277e-07,1.6630455e-07
1.302335e-07,1.698324e-07,1.7666324e-07
1.3431627e-07,1.7889519e-07,1.9093174e-07
8.8791914e-08,1.4765041e-07,1.7871707e-07
1.1790841e-07,1.9103678e-07,2.177705e-07
7.56184e-08,1.663086e-07,1.9181672e-07
-8.780115e-05,-7.48931e-05,-7.19379e-05
-0.00024487078,-0.00021529391,-0.00022511964
-4.9466416e-07,-2.8315776e-07,-2.8264515e-07
1.03198815e-07,1.7583e-07,1.9350936e-07
9.9397695e-08,1.632775e-07,1.8773953e-07
1.2807705e-07,2.1647699e-07,2.2812938e-07
1.3280699e-07,2.2399861e-07,2.3804323e-07
1.1645612e-07,1.9143003e-07,2.1343422e-07
1.5475368e-07,2.4495912e-07,2.6111374e-07
1.3839295e-07,2.5047095e-07,2.752598e-07
1.3714798e-07,2.5026958e-07,2.69528e-07
1.3451245e-07,2.2990935e-07,2.4435593e-07
1.3227353e-07,2.1235887e-07,2.5233328e-07
1.624512e-07,2.7021528e-07,2.9201706e-07
1.4421725e-07,2.5034637e-07,2.7790367e-07
1.1043922e-07,1.9637355e-07,2.2348998e-07
1.0488763e-07,1.8133368e-07,2.1540112e-07
1.4737563e-07,2.1355424e-07,2.3479754e-07
1.3563469e-07,2.0035672e-07,2.2333029e-07
1.3842228e-07,2.0063176e-07,2.2098622e-07
1.3320009e-07,1.855621e-07,2.0220982e-07
1.3080763e-07,1.7884595e-07,1.9248014e-07
1.2233423e-07,1.6841747e-07,1.8342678e-07
8.4811845e-08,1.3908391e-07,1.6774314e-07
1.5147104e-07,2.1503827e-07,2.1172696e-07
1.4447637e-07,1.999445e-07,2.037339e-07
1.0685223e-07,1.7584865e-07,2.0226742e-07
1.3608954e-07,2.1549268e-07,2.6477858e-07
1.7487191e-07,2.6996176e-07,2.9520027e-07
1.4079372e-07,2.3174596e-07,2.690128e-07
1.2499504e-07,2.09111e-07,2.4650836e-07
7.2318e-08,1.6577437e-07,2.4742522e-07
1.0300247e-07,1.7918322e-07,2.458047e-07
1.0537218e-07,1.7323495e-07,2.2224435e-07
1.1489966e-07,1.7275663e-07,2.021175e-07
8.909806e-08,1.5792459e-07,1.9659396e-07
8.105239e-08,1.5647092e-07,2.1122737e-07
5.76846e-08,1.5402163e-07,2.730847e-07
8.27966e-08,1.6312336e-07,2.4115815e-07
1.0319441e-07,1.4895674e-07,1.7070901e-07
9.62394e-08,1.3854091e-07,1.5861266e-07
8.063912e-08,1.17831654e-07,1.3821469e-07
8.2849525e-08,1.18773684e-07,1.3752019e-07
8.7899295e-08,1.3155127e-07,1.5269337e-07
8.719129e-08,1.3470351e-07,1.5776132e-07
9.464785e-08,1.3528293e-07,1.5260173e-07
7.786898e-08,1.2628907e-07,1.5486987e-07
1.1865924e-07,1.8824618e-07,2.2065237e-07
1.2286323e-07,1.8889241e-07,2.1123701e-07
7.1929236e-08,1.2566076e-07,1.5531667e-07
9.3284505e-08,9.0320626e-08,8.735002e-08
6.331588e-08,1.11991746e-07,1.4640307e-07
6.2063684e-08,1.4559869e-07,2.4701785e-07
1.11619656e-07,1.8536473e-07,2.2786745e-07
1.1950081e-07,1.9497527e-07,2.3450892e-07
1.11117814e-07,1.8218864e-07,2.2263016e-07
1.1088648e-07,1.820902e-07,2.1568852e-07
8.727007e-08,1.6611713e-07,2.3609462e-07
8.109974e-08,1.599949e-07,2.2943951e-07
3.0213687e-07,4.5875586e-07,5.6797563e-07
7.759759e-08,1.705916e-07,2.955024e-07
9.211124e-08,1.5417514e-07,2.1085562e-07
8.898165e-08,1.598616e-07,2.1741998e-07
8.672652e-08,1.6873796e-07,2.3487988e-07
1.1022367e-07,1.817689e-07,2.2324927e-07
8.893092e-08,1.518741e-07,1.850262e-07
9.8563575e-08,1.6735319e-07,2.0838061e-07
9.156107e-08,1.5279686e-07,1.9492987e-07
7.647073e-08,1.3739967e-07,1.8876233e-07
8.405652e-08,1.5778812e-07,2.1304763e-07
6.178088e-08,1.2392266e-07,1.4428534e-07
8.0326664e-08,1.0918309e-07,1.256582e-07
1.5069283e-07,9.377471e-08,5.8245973e-08
6.044359e-08,1.1741393e-07,1.7546276e-07
7.881497e-08,1.423017e-07,1.9739218e-07
6.15352e-08,1.2471818e-07,1.8130353e-07
5.5323028e-08,1.230646e-07,1.9824456e-07
5.525291e-08,1.3009235e-07,2.1975211e-07
7.2839306e-08,1.2500806e-07,1.6743365e-07
6.601824e-08,1.1087998e-07,1.497128e-07
5.323857e-08,9.58784e-08,1.2958068e-07
5.2561024e-08,9.437967e-08,1.2511944e-07
4.8050527e-08,8.733047e-08,1.1575422e-07
5.706379e-08,1.0330264e-07,1.3669833e-07
4.7929724e-08,1.0329937e-07,1.6225067e-07
6.037301e-08,6.902385e-08,8.4835484e-08
3.6553445e-08,6.962926e-08,9.455414e-08
4.221828e-08,7.831485e-08,1.0652925e-07
5.0442576e-08,9.362914e-08,1.2305432e-07
8.258576e-08,8.5630326e-08,8.48608e-08
5.6697207e-08,7.959528e-08,9.2760445e-08
5.6816862e-08,1.0526962e-07,1.419747e-07
4.7470415e-08,8.6338254e-08,1.1758816e-07
5.2385996e-08,9.352847e-08,1.2715861e-07
5.589535e-08,1.01557e-07,1.3800563e-07
6.4531775e-08,1.0206886e-07,1.3046429e-07
4.7481386e-08,1.12193206e-07,1.7810552e-07
7.044484e-08,1.259737e-07,1.681506e-07
9.977774e-08,1.6453355e-07,2.0266052e-07
8.395416e-08,1.4298602e-07,1.8081354e-07
1.1398269e-07,1.7012916e-07,2.0043936e-07
7.6012476e-08,1.5659809e-07,2.4875868e-07
8.786832e-08,1.7974526e-07,2.8065855e-07
1.1735142e-07,1.9043087e-07,2.3821735e-07
1.0512399e-07,1.871372e-07,2.4297023e-07
1.1064226e-07,1.9158469e-07,2.4313994e-07
6.292657e-08,1.3082722e-07,1.9198919e-07
1.2467237e-07,1.9485444e-07,2.3008424e-07
1.12122166e-07,1.8414724e-07,2.2905564e-07
8.875774e-08,1.5545305e-07,1.9661101e-07
1.02581225e-07,1.7374575e-07,2.2853268e-07
1.02209185e-07,1.6848271e-07,2.1179267e-07
1.1590521e-07,1.8867377e-07,2.3653968e-07
1.2053681e-07,2.0000475e-07,2.3549796e-07
8.47303e-08,1.4851534e-07,1.7898842e-07
9.015427e-08,1.5622311e-07,1.900913e-07
1.3270599e-07,2.0733941e-07,2.3323938e-07
9.1540514e-08,1.6892264e-07,2.2308859e-07
9.229742e-08,1.4992318e-07,1.8438122e-07
9.5595894e-08,1.5344754e-07,1.9037041e-07
8.129507e-08,1.4838221e-07,1.940894e-07
1.0220246e-07,1.772975e-07,2.1450651e-07
9.289215e-08,1.5125252e-07,1.840776e-07
9.090565e-08,1.4905554e-07,1.8250799e-07
1.04645224e-07,1.7038901e-07,2.0147236e-07
8.6649905e-08,1.5367023e-07,1.9770414e-07
7.783117e-08,1.3119907e-07,1.6984843e-07
7.222564e-08,1.1858863e-07,1.4886416e-07
6.926623e-08,1.1873285e-07,1.5565979e-07
6.724988e-08,1.1554139e-07,1.5040402e-07
8.7190266e-08,1.5508809e-07,1.9481463e-07
8.8971696e-08,1.5026008e-07,1.896356e-07
1.0080006e-07,1.5792736e-07,1.8890724e-07
1.1208844e-07,1.7381886e-07,2.0170091e-07
9.582053e-08,1.57503e-07,1.9862777e-07
1.0466598e-07,1.6550688e-07,2.0343225e-07
9.06594e-08,1.5002828e-07,1.868619e-07
1.01641106e-07,1.7349964e-07,2.1915916e-07
6.243123e-08,1.6615871e-07,2.5611513e-07
9.2852524e-08,1.6846971e-07,2.188998e-07
8.468053e-08,1.9873855e-07,2.881875e-07
7.5066325e-08,1.7678403e-07,2.7225425e-07
1.0547744e-07,1.7792097e-07,2.246185e-07
1.2929418e-07,1.8994984e-07,2.2137526e-07
8.714302e-08,1.5632602e-07,2.1501769e-07
1.331119e-07,2.1118566e-07,2.4513315e-07
1.2884058e-07,2.3206653e-07,2.878879e-07
5.7215395e-08,1.7437235e-07,2.923348e-07
1.1262016e-07,1.8736671e-07,2.6429854e-07
1.09327274e-07,1.6867428e-07,2.1014985e-07
8.48751e-08,1.4691174e-07,1.8111281e-07
9.231667e-08,1.603706e-07,1.8148691e-07
1.1609211e-07,1.8954012e-07,2.2070405e-07
9.508487e-08,1.501506e-07,1.6463443e-07
1.02700106e-07,1.7358569e-07,1.9297252e-07
1.1241143e-07,1.8668648e-07,2.22247e-07
1.0711759e-07,1.7488257e-07,2.0701358e-07
9.511909e-08,1.6247091e-07,1.966254e-07
8.346309e-08,1.4679725e-07,1.7959749e-07
7.051133e-08,1.2359791e-07,1.4727159e-07
9.579569e-08,9.381888e-08,9.0214236e-08
9.167301e-08,1.4971423e-07,1.7413753e-07
1.3342836e-07,1.983628e-07,2.0540502e-07
1.3461448e-07,2.008984e-07,2.2867354e-07
1.4185777e-07,2.1095074e-07,2.1949458e-07
1.5912694e-07,2.4316643e-07,2.5939258e-07
1.4678491e-07,2.1523893e-07,2.358875e-07
1.5216102e-07,2.3041018e-07,2.545458e-07
1.7721591e-07,2.4413933e-07,2.841695e-07
1.740415e-07,2.455266e-07,2.85417e-07
1.6662571e-07,2.386348e-07,2.8413044e-07
1.5261082e-07,2.461124e-07,2.6151992e-07
1.835395e-07,2.6868352e-07,3.1407794e-07
1.4679559e-07,2.5147932e-07,2.83437e-07
1.4228033e-07,2.453009e-07,2.7393833e-07
1.6799547e-07,2.6764116e-07,2.6867866e-07
1.5800576e-07,2.5171207e-07,2.556339e-07
1.2934123e-07,2.2582995e-07,2.8770506e-07
1.2742973e-07,2.458471e-07,2.7167482e-07
1.3996082e-07,2.5879547e-07,2.8374265e-07
9.5849224e-08,2.0379439e-07,2.7107808e-07
8.7099245e-08,1.7781215e-07,2.5064776e-07
1.2629555e-07,2.0566165e-07,2.4219025e-07
1.2987316e-07,2.1478247e-07,2.6170943e-07
1.2721118e-07,1.8446862e-07,2.2563026e-07
1.2886737e-07,1.8517612e-07,2.198282e-07
1.2635523e-07,1.8437936e-07,2.2130953e-07
1.1415536e-07,1.7611475e-07,2.1392214e-07
1.0567824e-07,1.8054921e-07,2.2643971e-07
7.4140324e-08,1.6930662e-07,2.552853e-07
1.5961237e-07,2.2183576e-07,2.353335e-07
1.7121978e-07,2.3059458e-07,2.5570094e-07
1.6711579e-07,2.3148736e-07,2.4128545e-07
1.5436069e-07,2.2856247e-07,2.3983404e-07
1.3056372e-07,2.2591803e-07,2.278875e-07
1.4144034e-07,2.5101485e-07,2.7014187e-07
1.3112114e-07,2.534744e-07,2.6915723e-07
1.4128257e-07,2.8382013e-07,2.9756296e-07
1.2965924e-07,2.568432e-07,2.677744e-07
1.2828438e-07,2.6230572e-07,3.1246668e-07
1.2729697e-07,2.591327e-07,2.8600994e-07
9.878512e-08,2.1944936e-07,2.6673973e-07
9.829114e-08,1.9519564e-07,2.1304757e-07
1.148583e-07,2.1299984e-07,2.3529579e-07
1.0155384e-07,1.8559062e-07,2.3921535e-07
1.09845224e-07,1.9451936e-07,2.3588966e-07
9.976386e-08,1.7988525e-07,2.2293523e-07
1.10736366e-07,1.7854737e-07,2.180848e-07
1.0624986e-07,1.9342266e-07,2.1920137e-07
1.0890748e-07,2.1326068e-07,2.6479952e-07
1.4261948e-07,2.4722266e-07,2.561354e-07
1.3786801e-07,2.4113683e-07,2.5410384e-07
1.3035913e-07,2.5624072e-07,2.8140272e-07
1.5562979e-07,2.943395e-07,2.9481006e-07
1.3493765e-07,2.5320512e-07,2.6325426e-07
1.4517407e-07,2.7479138e-07,2.8384193e-07
1.3489189e-07,2.8366372e-07,3.195674e-07
1.2413474e-07,2.5783677e-07,2.8665667e-07
1.3636009e-07,2.8266214e-07,2.9536088e-07
1.3788386e-07,2.7582604e-07,2.9173424e-07
1.3993059e-07,2.6650497e-07,2.6848187e-07
1.2201377e-07,2.4912356e-07,2.5245515e-07
1.0864096e-07,2.417856e-07,2.4644473e-07
1.236182e-07,2.5390773e-07,2.6984284e-07
1.2175944e-07,2.56584e-07,2.7486968e-07
1.0216961e-07,2.3391529e-07,2.5693686e-07
1.09796915e-07,2.5105126e-07,2.884271e-07
1.1885169e-07,2.6250228e-07,3.0183708e-07
1.05905656e-07,2.3402572e-07,2.7660008e-07
1.1573229e-07,2.3365298e-07,2.567465e-07
1.13085335e-07,2.4160468e-07,2.7553665e-07
1.2469533e-07,2.5859572e-07,2.8423057e-07
1.3040508e-07,2.5843616e-07,2.8334244e-07
1.3037997e-07,2.504765e-07,2.656554e-07
1.1954641e-07,2.4796887e-07,2.7681045e-07
1.2068483e-07,2.4911685e-07,2.7514642e-07
1.2936216e-07,2.6409606e-07,2.7636165e-07
1.2186457e-07,2.430157e-07,2.554278e-07
1.1122607e-07,2.1381625e-07,2.403286e-07
8.7555534e-08,1.9109658e-07,2.3738271e-07
7.518186e-08,1.9772565e-07,2.5770447e-07
1.0224126e-07,2.1284806e-07,2.4885892e-07
1.2544108e-07,2.309946e-07,2.540503e-07
1.3344518e-07,2.44016e-07,2.633407e-07
1.2945773e-07,2.363153e-07,2.5672563e-07
1.2873359e-07,2.3966925e-07,2.550326e-07
1.3648327e-07,2.6020527e-07,2.7621587e-07
1.3344322e-07,2.6546223e-07,2.73811e-07
1.3467272e-07,2.6586508e-07,2.6858737e-07
1.2745505e-07,2.6421753e-07,2.7292808e-07
1.2163133e-07,2.5484982e-07,2.7200662e-07
1.16485104e-07,2.458998e-07,2.6963198e-07
5.464534e-08,2.3815673e-07,3.01209e-07
-1.9115127e-07,4.4207664e-07,9.2863e-07
1.1649733e-07,2.3840293e-07,2.4978257e-07
1.2392681e-07,2.4766098e-07,2.6344344e-07
1.14045676e-07,2.4016967e-07,2.5840643e-07
1.2245721e-07,2.609835e-07,2.8436025e-07
1.1527353e-07,2.5539552e-07,2.9460764e-07
1.1912239e-07,2.607842e-07,2.9158437e-07
1.1763014e-07,2.6992305e-07,2.9965565e-07
1.2989338e-07,2.837035e-07,3.1249542e-07
1.171466e-07,2.707598e-07,3.1245858e-07
1.1681042e-07,2.7359872e-07,3.1830456e-07
1.06197014e-07,2.764347e-07,3.287119e-07
1.0130291e-07,2.6360894e-07,3.2092868e-07
9.76989e-08,2.636339e-07,3.2218085e-07
8.834128e-08,2.460875e-07,3.0688926e-07
8.6448516e-08,2.393021e-07,2.9122555e-07
9.4031904e-08,2.423437e-07,2.9035522e-07
8.621805e-08,2.5358509e-07,3.35972e-07
1.2208662e-07,2.4804842e-07,2.882828e-07
1.2595982e-07,2.5016053e-07,2.8069525e-07
1.1887814e-07,2.43484e-07,2.6977563e-07
1.1542164e-07,2.394238e-07,2.6771582e-07
1.16291325e-07,2.4966707e-07,2.7893307e-07
1.048888e-07,2.4079358e-07,2.69419e-07
1.0385217e-07,2.5898726e-07,3.1473866e-07
1.02313166e-07,2.5569835e-07,3.0145358e-07
1.074096e-07,2.4594632e-07,2.9013736e-07
9.931441e-08,2.3484935e-07,2.7033653e-07
1.01216e-07,2.1880778e-07,2.582217e-07
9.067877e-08,2.0040436e-07,2.497414e-07
3.0570257e-07,6.019414e-07,6.566323e-07
1.144248e-07,2.4244352e-07,2.877576e-07
1.2875917e-07,2.4839397e-07,2.760058e-07
1.18719655e-07,2.5499213e-07,2.938893e-07
1.2042524e-07,2.4563496e-07,2.790378e-07
1.09714314e-07,2.3991464e-07,2.837045e-07
1.2348357e-07,2.4369476e-07,2.6837466e-07
9.4193e-08,2.2023801e-07,2.6444692e-07
1.18751345e-07,2.4461093e-07,2.754783e-07
1.265237e-07,2.5670738e-07,2.7360892e-07
1.2611511e-07,2.6552334e-07,3.0618196e-07
1.3330107e-07,2.7271395e-07,3.037545e-07
1.2447659e-07,2.6364654e-07,2.9823968e-07
1.1305349e-07,2.541031e-07,2.919651e-07
1.01182515e-07,2.4423272e-07,2.811331e-07
1.072584e-07,2.5135657e-07,2.898094e-07
9.405321e-08,2.5858645e-07,3.21198e-07
1.02418845e-07,2.2252027e-07,2.7819738e-07
9.931573e-08,2.2964157e-07,2.9032208e-07
1.10696284e-07,2.2647104e-07,2.7677055e-07
9.918028e-08,1.9435997e-07,2.2364539e-07
1.234453e-07,2.1726245e-07,2.3749098e-07
1.3348617e-07,2.2272017e-07,2.3670097e-07
1.2201174e-07,2.3393186e-07,2.6268253e-07
1.1935171e-07,2.1572355e-07,2.4297447e-07
1.2750031e-07,2.2335905e-07,2.5055797e-07
1.2756145e-07,2.2547201e-07,2.4405927e-07
1.2217508e-07,2.228342e-07,2.443054e-07
1.1024965e-07,1.9685649e-07,2.1830226e-07
-2.773297e-07,1.5389864e-08,1.024172e-07
9.3448385e-08,2.0301097e-07,2.400156e-07
9.6876036e-08,2.20772e-07,2.7221395e-07
8.999108e-08,2.1300748e-07,3.1643722e-07
1.606481e-07,3.0143065e-07,4.2392213e-07
2.7968312e-07,4.3707715e-07,5.4503755e-07
1.3704282e-07,2.2828544e-07,2.6655022e-07
1.1488822e-07,2.1203007e-07,2.4783085e-07
1.2877473e-07,2.2667295e-07,2.6468805e-07
1.3950542e-07,2.3317202e-07,2.4473897e-07
1.4772897e-07,2.3983924e-07,2.4752754e-07
1.4138627e-07,2.2974655e-07,2.4476577e-07
1.4577753e-07,2.3267621e-07,2.437493e-07
-6.79813e-07,-1.7670304e-07,-1.0987471e-07
-4.007215e-05,-3.708026e-05,-3.8205217e-05
-4.4735127e-05,-4.3218122e-05,-4.5452118e-05
-0.00019999055,-0.00017983517,-0.00020025442
-0.00030777472,-0.0002940937,-0.0003292851
-1.4798561e-05,-1.2867742e-05,-1.3866765e-05
1.0259466e-07,1.8761104e-07,2.2634717e-07
8.354074e-08,2.1427476e-07,3.3296595e-07
9.383673e-08,1.964494e-07,2.664429e-07
1.2191687e-07,2.2310542e-07,2.5821046e-07
1.0567966e-07,1.9620484e-07,2.252726e-07
1.2065775e-07,1.8198728e-07,2.1757145e-07
1.3066025e-07,1.8721134e-07,2.1266219e-07
1.20106e-07,1.7733761e-07,1.9058437e-07
1.2235998e-07,1.7898363e-07,2.1873254e-07
1.1244604e-07,1.8967962e-07,2.0568811e-07
1.1241584e-07,1.9410132e-07,2.3193658e-07
1.0352953e-07,1.9892755e-07,2.2457907e-07
8.508029e-08,1.735514e-07,2.4089536e-07
9.6818006e-08,1.6888976e-07,1.8750181e-07
9.103148e-08,1.157043e-07,1.0793157e-07
1.3361868e-07,2.0873654e-07,2.166995e-07
1.2511794e-07,1.9776421e-07,2.4176492e-07
1.2254776e-07,2.2662357e-07,2.6281822e-07
1.35141e-07,2.121355e-07,2.613792e-07
1.2161271e-07,2.0547418e-07,2.2406161e-07
1.3860078e-07,2.128736e-07,2.206167e-07
1.5711848e-07,2.4085713e-07,2.3284164e-07
1.5235948e-07,2.454737e-07,2.5884307e-07
9.328324e-08,1.8511228e-07,2.7538596e-07
1.6210078e-07,2.7788866e-07,3.1142523e-07
1.19879e-07,2.4076516e-07,2.9496294e-07
1.1422478e-07,2.0061789e-07,2.4370792e-07
1.279844e-07,2.0680223e-07,2.3647313e-07
1.16073195e-07,1.933458e-07,2.3437417e-07
1.0566764e-07,1.698529e-07,2.2532606e-07
1.3107112e-07,2.0688071e-07,2.3642761e-07
7.4790435e-08,1.8060973e-07,2.7199857e-07
1.388063e-07,2.2076263e-07,2.6351898e-07
9.7902316e-08,1.6839644e-07,2.0326354e-07
1.3543581e-07,1.9605682e-07,2.150773e-07
1.0505979e-07,1.6819956e-07,1.8753015e-07
1.2221426e-07,1.7420794e-07,1.8693156e-07
