Precipitation,Temperature,Radiation,Wind,Relative Humidity
2.6391253e-05,2.2758792e-05,1.9692852e-05,2.0999223e-05,1.8400247e-05
4.0272298e-05,3.5520534e-05,3.3195964e-05,3.6749785e-05,3.1652846e-05
3.178251e-05,2.8082915e-05,2.5898598e-05,2.9219369e-05,2.449855e-05
2.5861293e-05,2.3093417e-05,2.0920914e-05,2.4372597e-05,2.0303929e-05
2.3416584e-05,1.9953197e-05,1.6794473e-05,1.8856397e-05,1.6564103e-05
2.3612216e-05,2.057314e-05,1.7738852e-05,1.8905625e-05,1.715874e-05
3.622611e-05,3.1644653e-05,2.8508543e-05,3.125306e-05,2.6879317e-05
4.6348756e-05,4.005766e-05,3.668286e-05,3.995262e-05,3.4299224e-05
3.164677e-05,2.7528542e-05,2.4373658e-05,2.6922307e-05,2.2079206e-05
2.8166889e-05,2.66457e-05,2.5405092e-05,3.0226212e-05,2.4292252e-05
2.4698218e-05,2.087782e-05,1.890228e-05,2.1886764e-05,1.7695282e-05
3.1334555e-05,2.8195378e-05,2.5500309e-05,2.8403225e-05,2.260414e-05
3.4366753e-05,3.0710475e-05,2.8034752e-05,3.1070507e-05,2.5848027e-05
3.3684933e-05,3.075098e-05,2.8573677e-05,3.2582633e-05,2.7178678e-05
2.7696307e-05,2.4244982e-05,2.1084305e-05,2.333098e-05,1.9767958e-05
2.9070963e-05,2.5311538e-05,2.2099619e-05,2.4394825e-05,2.0707725e-05
3.1642823e-05,2.779211e-05,2.4989116e-05,2.7597873e-05,2.3474839e-05
3.2852753e-05,2.8639597e-05,2.6235968e-05,2.995411e-05,2.583044e-05
3.357545e-05,2.9980658e-05,2.7719449e-05,3.0573676e-05,2.5097042e-05
2.8372258e-05,2.5097752e-05,2.2739761e-05,2.5462188e-05,2.110501e-05
3.344969e-05,2.9234316e-05,2.6163949e-05,2.8602988e-05,2.357695e-05
2.9869427e-05,2.5914243e-05,2.3784994e-05,2.7297065e-05,2.3148179e-05
3.8690574e-05,3.4683257e-05,3.2651762e-05,3.541783e-05,2.8673689e-05
3.222181e-05,2.9157474e-05,2.7590317e-05,3.1503896e-05,2.5640065e-05
2.7810995e-05,2.3663159e-05,2.1226484e-05,2.3371136e-05,1.976964e-05
3.155386e-05,2.8007848e-05,2.4847937e-05,2.8166725e-05,2.3240447e-05
3.7321017e-05,3.272823e-05,2.9204703e-05,3.1520136e-05,2.6221642e-05
3.6072302e-05,3.1802512e-05,2.8575894e-05,3.0816755e-05,2.5566012e-05
3.085579e-05,2.7565304e-05,2.4061788e-05,2.5638394e-05,2.1464919e-05
2.6423446e-05,2.3086684e-05,2.0014942e-05,2.1825845e-05,1.8394172e-05
3.4232515e-05,3.0321984e-05,2.6764339e-05,2.877345e-05,2.401928e-05
3.3590597e-05,2.9610746e-05,2.7112681e-05,3.0149708e-05,2.5596539e-05
3.3939705e-05,2.940183e-05,2.8237435e-05,3.2743068e-05,2.6956819e-05
3.0082501e-05,2.6028907e-05,2.3948409e-05,2.777279e-05,2.3069248e-05
2.8224431e-05,2.4155914e-05,2.1558184e-05,2.3290413e-05,1.9244557e-05
2.7597982e-05,2.3912087e-05,2.1544132e-05,2.4069257e-05,2.0593514e-05
3.3060838e-05,2.889463e-05,2.6161555e-05,2.856696e-05,2.4211018e-05
3.3789747e-05,2.9821067e-05,2.658937e-05,2.9273036e-05,2.4568346e-05
3.172678e-05,2.76547e-05,2.3986928e-05,2.6985977e-05,2.2724636e-05
3.2131164e-05,2.8224846e-05,2.4676185e-05,2.7225244e-05,2.27504e-05
3.1194384e-05,2.84609e-05,2.6995236e-05,3.1764008e-05,2.6026175e-05
3.078417e-05,2.8788063e-05,2.614595e-05,2.9836603e-05,2.3759094e-05
2.5940122e-05,2.497918e-05,2.3404778e-05,2.694425e-05,2.1301257e-05
2.6835169e-05,2.3921737e-05,2.1583215e-05,2.574122e-05,2.097568e-05
3.036874e-05,2.6617874e-05,2.3693485e-05,2.5427456e-05,2.179284e-05
3.4573943e-05,3.061588e-05,2.7802464e-05,2.9911538e-05,2.5355708e-05
3.2761025e-05,2.8489632e-05,2.566132e-05,2.7810504e-05,2.346696e-05
3.1713273e-05,2.7336298e-05,2.4193927e-05,2.6035432e-05,2.233595e-05
2.9494311e-05,2.555388e-05,2.3096443e-05,2.4766514e-05,2.1233758e-05
3.865391e-05,3.3729535e-05,3.1216096e-05,3.4213874e-05,2.9331475e-05
3.9055238e-05,3.433807e-05,3.1951815e-05,3.548642e-05,3.0268742e-05
3.1787466e-05,2.8448345e-05,2.6662548e-05,2.963837e-05,2.4410972e-05
2.8685332e-05,2.5044901e-05,2.3650784e-05,2.6663061e-05,2.2857937e-05
3.1381427e-05,2.6811964e-05,2.3981262e-05,2.6076163e-05,2.225056e-05
3.3516728e-05,2.8719987e-05,2.5945881e-05,2.8797003e-05,2.4466784e-05
3.3060234e-05,2.8361053e-05,2.5870122e-05,2.7813941e-05,2.3945655e-05
2.9694233e-05,2.5376692e-05,2.2828974e-05,2.383562e-05,2.0900585e-05
3.5392026e-05,3.0341365e-05,2.7667189e-05,2.9475514e-05,2.5163177e-05
3.775543e-05,3.2502787e-05,2.973262e-05,3.1925745e-05,2.6768843e-05
3.4810986e-05,3.0213974e-05,2.7661587e-05,3.057744e-05,2.569034e-05
2.974881e-05,2.5934703e-05,2.3784169e-05,2.6942113e-05,2.200431e-05
2.8386718e-05,2.4175863e-05,2.1707507e-05,2.3647182e-05,2.0278974e-05
3.0493222e-05,2.6257167e-05,2.4335939e-05,2.6602052e-05,2.3638291e-05
3.396678e-05,3.0516505e-05,2.9736759e-05,3.2664917e-05,2.8263443e-05
2.8853841e-05,2.4911145e-05,2.3338755e-05,2.5021092e-05,2.2502802e-05
3.0055688e-05,2.5794654e-05,2.424541e-05,2.5739348e-05,2.3338811e-05
3.256565e-05,2.7971148e-05,2.5108633e-05,2.6685684e-05,2.2859746e-05
3.331249e-05,2.8348124e-05,2.616336e-05,2.848887e-05,2.5136165e-05
3.0768973e-05,2.74723e-05,2.5604008e-05,2.9025212e-05,2.4307734e-05
3.288036e-05,2.8656568e-05,2.5212603e-05,2.7870874e-05,2.3123888e-05
2.7913587e-05,2.451472e-05,2.2053175e-05,2.3670718e-05,2.001984e-05
2.6191374e-05,2.2830061e-05,2.1385416e-05,2.2607546e-05,2.0378613e-05
3.323792e-05,2.901748e-05,2.7084187e-05,2.870503e-05,2.468289e-05
4.1706833e-05,3.6170968e-05,3.345584e-05,3.5739817e-05,3.0201194e-05
3.4615216e-05,2.9850009e-05,2.8664455e-05,3.0573516e-05,2.7460965e-05
3.282438e-05,2.8442211e-05,2.69785e-05,3.0694788e-05,2.6383817e-05
3.3166816e-05,2.86666e-05,2.6340176e-05,2.9359682e-05,2.4887317e-05
2.9444149e-05,2.5740233e-05,2.2941325e-05,2.4774994e-05,2.0939617e-05
2.9374985e-05,2.5864985e-05,2.4114282e-05,2.614342e-05,2.2926524e-05
3.5247413e-05,3.0798015e-05,2.8411376e-05,3.1256724e-05,2.6461868e-05
3.4333032e-05,2.9677845e-05,2.6607562e-05,2.9450244e-05,2.5253557e-05
2.7085878e-05,2.3789858e-05,2.2821168e-05,2.5163241e-05,2.2779033e-05
2.9276194e-05,2.5236837e-05,2.3383918e-05,2.5317458e-05,2.2595932e-05
3.7634618e-05,3.28718e-05,3.1053736e-05,3.3136086e-05,2.7836637e-05
3.8096714e-05,3.300722e-05,3.180794e-05,3.3500753e-05,2.9607745e-05
3.7293146e-05,3.222704e-05,3.052054e-05,3.268681e-05,2.8839257e-05
3.17592e-05,2.7456412e-05,2.5264833e-05,2.7565067e-05,2.4057219e-05
3.0281039e-05,2.6053014e-05,2.4980538e-05,2.7284952e-05,2.488344e-05
3.322842e-05,2.8957526e-05,2.862178e-05,3.0570012e-05,2.7940285e-05
3.3076718e-05,2.8426144e-05,2.6790727e-05,2.8719227e-05,2.5051384e-05
3.837676e-05,3.3529715e-05,3.1489206e-05,3.3801392e-05,2.9600582e-05
3.9436774e-05,3.416911e-05,3.2222008e-05,3.5108213e-05,3.0772317e-05
3.6422833e-05,3.1343752e-05,2.9961897e-05,3.2309927e-05,2.9269915e-05
3.2632317e-05,2.8294642e-05,2.664679e-05,2.8452509e-05,2.5466807e-05
3.1374835e-05,2.723747e-05,2.5688967e-05,2.7523407e-05,2.461834e-05
3.3916833e-05,2.9305618e-05,2.7796505e-05,2.9777884e-05,2.6828035e-05
3.671433e-05,3.1889267e-05,3.1490294e-05,3.3684846e-05,3.0994994e-05
3.4073164e-05,2.9605108e-05,2.7799299e-05,2.9850897e-05,2.6286927e-05
3.6641704e-05,3.1669082e-05,3.0884563e-05,3.3410426e-05,3.093204e-05
3.651665e-05,3.177274e-05,3.155638e-05,3.3509255e-05,3.0993593e-05
3.6663016e-05,3.1808653e-05,3.188921e-05,3.386945e-05,3.1488293e-05
3.621467e-05,3.1555588e-05,3.181449e-05,3.3894128e-05,3.1249532e-05
3.644012e-05,3.196522e-05,3.0367146e-05,3.2172415e-05,2.7573753e-05
4.1879066e-05,3.650746e-05,3.573429e-05,3.8067905e-05,3.41088e-05
3.8114267e-05,3.3948276e-05,3.253713e-05,3.4902936e-05,2.9645684e-05
3.3915006e-05,2.9736546e-05,2.9482124e-05,3.1671196e-05,2.889563e-05
3.440199e-05,3.0155203e-05,2.893583e-05,3.1260228e-05,2.79221e-05
4.0269908e-05,3.537302e-05,3.3751854e-05,3.548812e-05,3.1197167e-05
3.454107e-05,3.0506531e-05,2.8540077e-05,3.0620417e-05,2.6129443e-05
3.420232e-05,3.0159787e-05,2.9982557e-05,3.1887303e-05,2.8425238e-05
3.816836e-05,3.3782475e-05,3.3988348e-05,3.6724563e-05,3.1771036e-05
3.7767022e-05,3.4033288e-05,3.3951183e-05,3.7735852e-05,3.184451e-05
3.836522e-05,3.3864686e-05,3.4214507e-05,3.6640882e-05,3.279802e-05
3.5388097e-05,3.1154214e-05,3.155122e-05,3.3412824e-05,3.0793173e-05
3.6662073e-05,3.202413e-05,3.2299493e-05,3.424308e-05,3.1434167e-05
3.8400674e-05,3.3356326e-05,3.421897e-05,3.657975e-05,3.405076e-05
4.0249313e-05,3.4496185e-05,3.448939e-05,3.7511807e-05,3.533272e-05
4.0746138e-05,3.4820423e-05,3.4440607e-05,3.781977e-05,3.5225803e-05
4.024529e-05,3.4740184e-05,3.4497294e-05,3.749323e-05,3.4690085e-05
3.7915735e-05,3.3090975e-05,3.3830653e-05,3.579296e-05,3.3676162e-05
4.0486077e-05,3.547625e-05,3.627119e-05,3.8379032e-05,3.5372697e-05
3.511333e-05,3.0467503e-05,2.9218649e-05,3.167396e-05,2.7745484e-05
3.8085982e-05,3.348124e-05,3.2919957e-05,3.45333e-05,3.058145e-05
4.5239318e-05,3.9797178e-05,4.096328e-05,4.2714797e-05,3.9547507e-05
4.4470624e-05,3.8815288e-05,3.9960552e-05,4.184836e-05,3.9015224e-05
4.317261e-05,3.7587422e-05,3.9057228e-05,4.1267896e-05,3.9048533e-05
3.7165897e-05,3.2124946e-05,3.3069296e-05,3.5617457e-05,3.4156612e-05
4.159631e-05,3.6684396e-05,3.7366728e-05,3.949806e-05,3.636107e-05
4.322428e-05,3.81649e-05,3.963101e-05,4.197955e-05,3.956585e-05
3.9630784e-05,3.4250974e-05,3.371015e-05,3.735602e-05,3.40543e-05
4.3086413e-05,3.772082e-05,3.8124304e-05,4.0524676e-05,3.7945756e-05
3.6016685e-05,3.1373027e-05,3.0395895e-05,3.2323376e-05,2.9483883e-05
3.6951264e-05,3.219802e-05,3.032865e-05,3.3066448e-05,2.9225277e-05
3.7436686e-05,3.258771e-05,3.1329644e-05,3.335234e-05,3.0042314e-05
3.892209e-05,3.4343077e-05,3.336414e-05,3.5989677e-05,3.134687e-05
3.4333978e-05,3.0372395e-05,2.952275e-05,3.1481974e-05,2.8155064e-05
3.944012e-05,3.4609395e-05,3.503111e-05,3.6910984e-05,3.3769757e-05
4.1604293e-05,3.638929e-05,3.7880982e-05,3.989939e-05,3.761817e-05
3.8214508e-05,3.2781194e-05,3.3189546e-05,3.5800953e-05,3.433015e-05
3.8651386e-05,3.4133456e-05,3.4131575e-05,3.6653528e-05,3.273213e-05
3.963943e-05,3.4767618e-05,3.4706653e-05,3.6640882e-05,3.3183514e-05
3.6371614e-05,3.1773092e-05,3.2452834e-05,3.437116e-05,3.2048825e-05
4.0336807e-05,3.5285764e-05,3.5923025e-05,3.885107e-05,3.5697838e-05
4.072965e-05,3.562103e-05,3.650683e-05,3.837338e-05,3.569972e-05
3.9701055e-05,3.5128876e-05,3.565472e-05,3.857294e-05,3.3864104e-05
3.8114733e-05,3.303258e-05,3.197416e-05,3.4298137e-05,2.9955147e-05
4.0683026e-05,3.5237237e-05,3.524776e-05,3.7984417e-05,3.455839e-05
4.0147443e-05,3.4775167e-05,3.597835e-05,3.830073e-05,3.643148e-05
3.9636816e-05,3.426721e-05,3.4816778e-05,3.7173802e-05,3.5158446e-05
3.7822283e-05,3.29199e-05,3.3626515e-05,3.582011e-05,3.3499222e-05
3.9863742e-05,3.4087458e-05,3.397046e-05,3.7078462e-05,3.502434e-05
4.0388826e-05,3.4787485e-05,3.3505818e-05,3.67169e-05,3.313058e-05
3.9677798e-05,3.466393e-05,3.4841774e-05,3.7627757e-05,3.5021298e-05
4.2876272e-05,3.8004e-05,3.9088867e-05,4.1036044e-05,3.822847e-05
3.727113e-05,3.2646694e-05,3.3156874e-05,3.4812485e-05,3.2334618e-05
3.9191305e-05,3.4327826e-05,3.5661196e-05,3.741876e-05,3.5088808e-05
3.974545e-05,3.4514163e-05,3.399504e-05,3.651519e-05,3.261611e-05
4.0364423e-05,3.553219e-05,3.6402696e-05,3.959363e-05,3.563367e-05
4.458132e-05,3.9145107e-05,4.0738687e-05,4.3430508e-05,4.033979e-05
3.7457805e-05,3.2572825e-05,3.183395e-05,3.4020068e-05,3.03208e-05
4.4233955e-05,3.8792456e-05,3.9183382e-05,4.1104435e-05,3.676768e-05
3.7055488e-05,3.1986234e-05,3.1994223e-05,3.4350316e-05,3.1374708e-05
4.598165e-05,4.0309285e-05,4.1908384e-05,4.3830958e-05,4.0484472e-05
3.7915648e-05,3.261055e-05,3.3416058e-05,3.576005e-05,3.439453e-05
4.0468614e-05,3.503212e-05,3.5552737e-05,3.7943453e-05,3.5696434e-05
3.9578008e-05,3.4437588e-05,3.3902335e-05,3.5938847e-05,3.3126576e-05
4.3048094e-05,3.7696518e-05,3.812903e-05,4.082687e-05,3.7632562e-05
3.6881083e-05,3.2632208e-05,3.318018e-05,3.6097703e-05,3.2823948e-05
3.8494647e-05,3.3979915e-05,3.4700675e-05,3.7098536e-05,3.4225362e-05
3.4401175e-05,3.0112618e-05,2.9321604e-05,3.1203985e-05,2.7179834e-05
4.6217578e-05,4.1023333e-05,4.1560375e-05,4.349658e-05,3.8735223e-05
3.8516268e-05,3.3663557e-05,3.3419445e-05,3.600386e-05,3.2669755e-05
4.268068e-05,3.7268197e-05,3.8400838e-05,4.0578227e-05,3.8147035e-05
3.7323825e-05,3.2088832e-05,3.0738523e-05,3.2956523e-05,2.946187e-05
3.9975992e-05,3.5171604e-05,3.499381e-05,3.7340615e-05,3.425239e-05
4.0075938e-05,3.482327e-05,3.4838406e-05,3.7713296e-05,3.534129e-05
3.8146714e-05,3.335609e-05,3.390854e-05,3.636807e-05,3.4406065e-05
3.96497e-05,3.4816923e-05,3.5402936e-05,3.8303606e-05,3.576448e-05
3.417012e-05,2.9917253e-05,2.8935527e-05,3.170636e-05,2.710731e-05
4.243587e-05,3.790853e-05,3.821546e-05,4.022419e-05,3.5356807e-05
4.4509878e-05,3.8968785e-05,4.0703824e-05,4.2689564e-05,4.0391147e-05
3.5774698e-05,3.136045e-05,3.0609823e-05,3.2426182e-05,2.8713794e-05
3.9479666e-05,3.493167e-05,3.4388344e-05,3.8193513e-05,3.2017488e-05
3.5596317e-05,3.1440843e-05,3.054707e-05,3.2287957e-05,2.878541e-05
3.8089624e-05,3.330835e-05,3.3315824e-05,3.5532204e-05,3.2231223e-05
3.760205e-05,3.3202366e-05,3.3427183e-05,3.6271704e-05,3.244604e-05
3.68762e-05,3.252196e-05,3.225089e-05,3.4613793e-05,3.0119594e-05
3.8766237e-05,3.4129946e-05,3.424807e-05,3.6105757e-05,3.228597e-05
3.9802504e-05,3.5717225e-05,3.5764384e-05,3.8774313e-05,3.4135188e-05
3.9381986e-05,3.49233e-05,3.4458582e-05,3.629094e-05,3.1961747e-05
4.4394994e-05,3.915108e-05,4.075921e-05,4.2296546e-05,3.9295835e-05
4.3739423e-05,3.82893e-05,4.0687057e-05,4.255882e-05,4.113908e-05
4.156409e-05,3.6863185e-05,3.8683385e-05,4.0345938e-05,3.826745e-05
4.024426e-05,3.5991758e-05,3.744359e-05,3.9360577e-05,3.7122787e-05
4.2353986e-05,3.751437e-05,3.879449e-05,4.1113002e-05,3.8628838e-05
3.83397e-05,3.3681048e-05,3.4075918e-05,3.6257035e-05,3.398702e-05
4.7735462e-05,4.2546464e-05,4.435228e-05,4.6896126e-05,4.416212e-05
4.3267923e-05,3.8233567e-05,3.9751063e-05,4.1790125e-05,3.9857434e-05
4.059581e-05,3.5775905e-05,3.7329144e-05,3.9427166e-05,3.812315e-05
4.1146297e-05,3.583706e-05,3.7079524e-05,3.9695933e-05,3.7348746e-05
4.1452924e-05,3.6539404e-05,3.725951e-05,3.9280963e-05,3.6320427e-05
3.7478472e-05,3.3096927e-05,3.2541753e-05,3.423777e-05,3.0799198e-05
4.353498e-05,3.85396e-05,3.9634964e-05,4.1674324e-05,3.901488e-05
4.1630843e-05,3.7184236e-05,3.7930982e-05,4.002839e-05,3.6604906e-05
3.8118465e-05,3.376771e-05,3.348903e-05,3.506613e-05,3.160719e-05
3.8116093e-05,3.3715285e-05,3.4485714e-05,3.6290407e-05,3.356823e-05
3.7430993e-05,3.2745298e-05,3.2415617e-05,3.473679e-05,3.136871e-05
3.6957208e-05,3.2103653e-05,3.078634e-05,3.2924272e-05,2.9361456e-05
4.094934e-05,3.595005e-05,3.5778507e-05,3.7985476e-05,3.5179735e-05
4.6005578e-05,4.0540996e-05,4.1655825e-05,4.397913e-05,4.162329e-05
3.677852e-05,3.2502838e-05,3.2272532e-05,3.4141198e-05,3.1705753e-05
3.553615e-05,3.174452e-05,3.0816704e-05,3.3119355e-05,2.8179538e-05
3.299603e-05,2.9511266e-05,2.7532418e-05,3.046668e-05,2.5543139e-05
3.1528067e-05,2.7910555e-05,2.5834157e-05,2.7621567e-05,2.368151e-05
3.969095e-05,3.5303474e-05,3.4394285e-05,3.5931058e-05,3.1633717e-05
3.8152542e-05,3.3765722e-05,3.3457218e-05,3.5197412e-05,3.1367425e-05
4.04399e-05,3.5497247e-05,3.574177e-05,3.7855516e-05,3.4430006e-05
3.8356142e-05,3.4252007e-05,3.4067987e-05,3.610576e-05,3.2466072e-05
3.6286172e-05,3.1926684e-05,3.1465173e-05,3.3614444e-05,3.0111143e-05
3.4949266e-05,3.103795e-05,3.0617397e-05,3.2869575e-05,2.958665e-05
3.9209066e-05,3.450187e-05,3.408017e-05,3.586092e-05,3.2184627e-05
4.0292874e-05,3.5379126e-05,3.5408928e-05,3.7296562e-05,3.4342764e-05
3.946938e-05,3.5023357e-05,3.4567303e-05,3.652689e-05,3.29636e-05
3.765074e-05,3.310118e-05,3.256277e-05,3.4384913e-05,3.1182608e-05
3.9619375e-05,3.4705023e-05,3.5372563e-05,3.7400667e-05,3.4770732e-05
3.9225542e-05,3.4367433e-05,3.3551296e-05,3.6401012e-05,3.2122625e-05
3.860581e-05,3.3855737e-05,3.3386033e-05,3.5713332e-05,3.2464544e-05
3.7597543e-05,3.3345514e-05,3.3263892e-05,3.4954228e-05,3.2184867e-05
3.5589746e-05,3.241969e-05,3.101061e-05,3.434196e-05,3.0334479e-05
3.5563855e-05,3.1463635e-05,2.9303817e-05,3.217852e-05,2.7415143e-05
3.608954e-05,3.1600805e-05,3.0577008e-05,3.2818658e-05,2.882156e-05
3.1667572e-05,2.7784268e-05,2.634991e-05,2.8025483e-05,2.484446e-05
3.61374e-05,3.2390963e-05,3.0993e-05,3.324166e-05,2.7830238e-05
3.1706575e-05,2.8123528e-05,2.5949232e-05,2.7996959e-05,2.3758304e-05
3.4320343e-05,3.0322686e-05,2.84715e-05,3.033073e-05,2.6180376e-05
3.3300264e-05,2.9078814e-05,2.7924196e-05,3.0145158e-05,2.7129669e-05
4.246964e-05,3.717414e-05,3.760842e-05,3.9782477e-05,3.6261852e-05
3.5175173e-05,3.073982e-05,2.9691619e-05,3.1886924e-05,2.8281998e-05
3.5907888e-05,3.192848e-05,3.133915e-05,3.369364e-05,2.8913973e-05
3.3869594e-05,2.9443374e-05,2.756874e-05,2.9557574e-05,2.5672738e-05
